url,id,Lng,Lat,Cid,tradeTime,DOM,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,communityAverage
https://bj.lianjia.com/chengjiao/BJCY89821082.html,BJCY89821082,116.449979,39.912338,1111027376849,2016-01-14,1,35,392,46728,83.89,1,1,1,1,26,1,2004,4,6,0.3,1,1,1,7,70921
https://bj.lianjia.com/chengjiao/101100740318.html,101100740318,116.4388,40.054941,1111027375158,2016-10-31,14,28,418,62389,67,2,1,1,1,28,3,2011,4,6,0.19,1,0,1,7,77695
https://bj.lianjia.com/chengjiao/101092108361.html,101092108361,116.378897,40.015057,1111027378435,2016-08-10,102,28,291.5,59056,49.36,1,0,1,1,14,3,2005,4,6,0.25,1,0,0,7,70113
https://bj.lianjia.com/chengjiao/101100350856.html,101100350856,116.351677,39.980567,1111027378230,2016-09-20,58,52,617,78300,78.8,3,1,1,1,6,4,1996,4,2,0.333,0,0,1,8,74710
https://bj.lianjia.com/chengjiao/BJFT89739835.html,BJFT89739835,116.255917,39.880421,1111027379836,2016-03-05,1,71,210,34763,60.41,1,1,1,1,13,4,2004,4,6,0.667,1,1,0,2,59419
https://bj.lianjia.com/chengjiao/101100666533.html,101100666533,116.658104,39.8932,1111027377800,2016-10-23,21,13,235,54373,43.22,1,0,1,1,6,3,2006,3,6,0.333,0,0,1,11,42519
https://bj.lianjia.com/chengjiao/BJSY84989835.html,BJSY84989835,116.688628,40.123965,1111027375861,2012-11-11,1,0,91,13100,69.47,1,1,1,1,6,4,1993,1,2,0.5,0,1,0,13,35971
https://bj.lianjia.com/chengjiao/101092281070.html,101092281070,116.374154,39.896982,1111027381636,2017-01-19,236,50,750,77971,96.19,2,1,1,1,18,1,1999,3,6,0.333,1,0,1,10,76520
https://bj.lianjia.com/chengjiao/BJFT89717705.html,BJFT89717705,116.437597,39.863044,1111027375508,2015-07-12,1,2,172,29722,57.87,2,1,1,1,6,4,1988,4,2,0.2,0,1,1,2,54135
https://bj.lianjia.com/chengjiao/101100337474.html,101100337474,116.593413,39.773674,1111046997447,2016-08-29,39,54,258,28989,89,3,2,1,1,16,4,2014,4,6,0.333,0,0,0,11,36263
https://bj.lianjia.com/chengjiao/BJXC84210633.html,BJXC84210633,116.37324,39.902901,1111027379491,2012-04-22,1,0,164,28218,58.12,2,1,1,1,6,4,1988,1,4,0.333,0,0,1,10,93628
https://bj.lianjia.com/chengjiao/101101487110.html,101101487110,116.477171,39.994969,1111027380260,2017-07-05,78,2,418,75520,55.35,2,1,1,1,6,4,1982,3,2,0.333,0,0,1,7,55784
https://bj.lianjia.com/chengjiao/101100792375.html,101100792375,116.431552,40.082903,1111027380040,2017-02-22,113,64,870,38143,228.09,4,2,1,3,12,4,2005,3,6,0.5,1,0,0,6,36869
https://bj.lianjia.com/chengjiao/BJCY91572674.html,BJCY91572674,116.491073,39.936639,1111027377991,2016-02-28,1,3,265,52663,50.32,2,1,1,1,6,4,1982,4,2,0.333,0,0,1,7,56638
https://bj.lianjia.com/chengjiao/BJCY89964997.html,BJCY89964997,116.474739,39.866425,1111027374020,2015-09-24,1,4,256,27718,92.36,3,1,1,1,6,4,1998,3,4,0.067,0,1,1,7,50690
https://bj.lianjia.com/chengjiao/BJDC84829953.html,BJDC84829953,116.411858,39.869364,1111027375142,2012-08-19,1,0,159.3,20956,76,2,1,1,1,12,3,2009,1,6,0.167,1,1,1,1,67507
https://bj.lianjia.com/chengjiao/BJCP90706722.html,BJCP90706722,116.322609,40.089206,1111027379920,2016-04-11,1,45,255,19930,127.95,3,1,1,2,6,4,2008,2,4,0.5,0,1,0,6,40386
https://bj.lianjia.com/chengjiao/101101785641.html,101101785641,116.612765,39.905006,1111027374043,2017-08-28,52,15,370,50014,73.98,2,1,1,1,22,1,2005,4,6,0.25,1,1,0,7,45447
https://bj.lianjia.com/chengjiao/101101948264.html,101101948264,116.478715,39.916424,1111027380171,2017-11-16,95,24,1000,69828,143.21,3,1,1,2,30,1,2005,3,6,0.5,1,1,1,7,79774
https://bj.lianjia.com/chengjiao/101101445803.html,101101445803,116.487808,39.889853,1111027378758,2017-06-05,60,108,361,75985,47.51,2,1,1,1,6,4,1995,1,2,0.333,0,0,1,7,58444
https://bj.lianjia.com/chengjiao/BJXC88314651.html,BJXC88314651,116.357981,39.938489,1111027377146,2014-12-07,1,6,1465,73460,199.43,3,2,1,2,14,3,2004,4,6,1,1,1,1,10,135995
https://bj.lianjia.com/chengjiao/101100410031.html,101100410031,116.421451,40.070785,1111027380046,2016-08-22,15,23,390,32235,120.99,2,1,1,2,12,4,2000,4,2,0.25,1,1,1,6,35393
https://bj.lianjia.com/chengjiao/BJTJ92036062.html,BJTJ92036062,116.658104,39.8932,1111027377800,2016-05-07,1,24,185.5,40806,45.46,1,0,1,1,18,3,2006,3,6,0.4,1,1,1,11,42519
https://bj.lianjia.com/chengjiao/101100215769.html,101100215769,116.425978,40.002211,1111027378686,2016-09-04,75,88,541,51682,104.68,2,2,1,1,20,1,2000,4,6,0.286,1,0,1,7,77070
https://bj.lianjia.com/chengjiao/BJCP00480101.html,BJCP00480101,116.357513,40.0711,1111027380996,2012-03-18,1,0,172,16965,101.39,2,1,1,1,32,1,2003,1,6,0.3,1,1,1,8,52390
https://bj.lianjia.com/chengjiao/BJXC84452520.html,BJXC84452520,116.373903,39.89381,1111027378528,2012-04-16,1,0,215,29304,73.37,2,1,1,1,19,1,1999,1,6,0.25,1,1,1,10,79007
https://bj.lianjia.com/chengjiao/101102064220.html,101102064220,116.209665,39.922812,1111027375874,2017-09-17,8,17,387,54508,71,2,1,1,1,7,4,1999,4,2,0.5,0,1,0,9,49268
https://bj.lianjia.com/chengjiao/101101785520.html,101101785520,116.48675,39.933839999999996,1111027380007,2017-10-22,108,135,255,61431,41.51,1,1,1,1,6,4,1988,3,2,0.333,0,0,1,7,59420
https://bj.lianjia.com/chengjiao/101100681181.html,101100681181,116.493655,39.905367,1111027375357,2016-11-30,56,54,557,57775,96.41,2,1,1,2,18,3,2008,4,6,0.167,1,1,1,7,65499
https://bj.lianjia.com/chengjiao/BJXC89280491.html,BJXC89280491,116.373903,39.89381,1111027378528,2015-04-30,1,9,323,43379,74.46,2,1,1,1,19,1,1999,4,6,0.25,1,1,1,10,79007
https://bj.lianjia.com/chengjiao/BJCY88184294.html,BJCY88184294,116.612765,39.905006,1111027374043,2014-12-18,1,1,325,25385,128.03,3,2,1,2,15,3,2005,4,6,0.5,1,1,0,7,45447
https://bj.lianjia.com/chengjiao/101100618988.html,101100618988,116.501651,39.923575,1111041134912,2016-12-14,83,53,440,50000,88,2,1,1,1,28,1,2009,1,6,0.3,1,1,0,7,51088
https://bj.lianjia.com/chengjiao/BJFT90366828.html,BJFT90366828,116.435657,39.875802,1111027374217,2015-10-11,1,2,202.5,40012,50.61,1,1,1,1,11,3,1992,3,6,0.2,1,1,1,2,67542
https://bj.lianjia.com/chengjiao/101102136886.html,101102136886,116.547665,39.749948,1111043010634,2017-10-30,32,54,220,27838,79.03,2,1,1,1,22,4,2009,4,6,0.25,0,1,0,11,28786
https://bj.lianjia.com/chengjiao/101100768525.html,101100768525,116.438215,39.994255,1111027379081,2016-11-02,8,9,230,33740,68.17,1,0,1,1,25,1,2008,4,6,0.353,1,1,0,7,39856
https://bj.lianjia.com/chengjiao/BJCP88956694.html,BJCP88956694,116.349009,40.074638,1111027377718,2015-05-24,1,16,223,27362,81.5,2,1,1,1,6,4,2004,4,2,0.333,0,1,1,6,47958
https://bj.lianjia.com/chengjiao/BJFT86585358.html,BJFT86585358,116.313465,39.856611,1111027379296,2013-11-29,1,5,232,34809,66.65,1,2,1,1,22,1,2006,1,6,0.333,1,1,1,2,53205
https://bj.lianjia.com/chengjiao/101100785754.html,101100785754,116.41678,40.071013,1111027380055,2016-11-15,15,5,560,35044,159.8,3,1,1,2,13,4,2001,4,2,0.5,1,1,1,6,34439
https://bj.lianjia.com/chengjiao/101100602009.html,101100602009,116.402983,39.859787,1111027382519,2016-09-30,11,0,810,48605,166.65,3,2,1,2,16,1,2002,4,6,0.4,1,0,0,2,50526
https://bj.lianjia.com/chengjiao/BJFT86063958.html,BJFT86063958,116.34581,39.86288,1111027380429,2013-06-29,1,0,480,35606,134.81,4,2,1,1,11,4,2006,1,6,0.5,1,0,0,2,63742
https://bj.lianjia.com/chengjiao/101100453574.html,101100453574,116.314787,39.981606,1111027374928,2016-12-11,116,144,493,104229,47.3,2,1,1,1,16,1,1989,4,6,0.25,1,0,1,8,92592
https://bj.lianjia.com/chengjiao/101101390467.html,101101390467,116.430843,39.998466,1111027381713,2017-04-25,30,14,528,88369,59.75,2,1,1,1,6,4,1992,1,2,0.333,0,1,1,7,72718
https://bj.lianjia.com/chengjiao/101100749095.html,101100749095,116.438381,39.964399,1111027373927,2016-11-20,32,35,440,75810,58.04,2,1,1,1,6,4,1992,4,4,0.5,0,1,1,7,68475
https://bj.lianjia.com/chengjiao/101100703775.html,101100703775,116.385168,39.900454,1111027376564,2016-11-09,30,23,900,107067,84.06,3,1,1,1,18,1,1999,3,6,0.143,1,1,1,10,106865
https://bj.lianjia.com/chengjiao/101101218772.html,101101218772,116.454091,39.892604,1111027377352,2017-02-28,6,21,303,69784,43.42,1,1,1,1,16,1,1982,4,6,0.25,1,1,1,7,58282
https://bj.lianjia.com/chengjiao/101100220745.html,101100220745,116.415742,40.077796,1111027380053,2016-08-29,68,29,275,29095,94.52,2,1,1,1,32,1,2003,3,2,0.3,1,0,1,6,37661
https://bj.lianjia.com/chengjiao/101102070094.html,101102070094,116.442298,39.970551,1111027374756,2017-11-12,62,47,323,71938,44.9,1,1,1,1,18,1,1988,4,6,0.25,1,1,1,7,68650
https://bj.lianjia.com/chengjiao/101100950258.html,101100950258,116.360877,39.902029,1111027374888,2016-12-31,21,23,399,83473,47.8,1,1,1,1,6,4,1992,3,2,0.03,0,0,1,10,90647
https://bj.lianjia.com/chengjiao/BJDX89757468.html,BJDX89757468,116.331607,39.777363,1111027377184,2015-07-12,1,1,210,26026,80.69,3,1,1,1,7,4,1998,3,2,0.5,0,1,1,4,45296
https://bj.lianjia.com/chengjiao/BJCY88516761.html,BJCY88516761,116.445972,39.985587,1111041464248,2014-12-11,1,2,1130,70182,161.01,3,2,1,2,25,4,2012,4,6,1,1,0,1,7,146493
https://bj.lianjia.com/chengjiao/101102349384.html,101102349384,116.558938,39.922567,1111027373708,2017-12-07,9,167,273.5,48237,56.7,2,1,1,1,6,4,1988,4,2,0.333,0,1,1,7,48116
https://bj.lianjia.com/chengjiao/101100536082.html,101100536082,116.415924,39.997995,1111027375599,2016-09-28,24,17,710,79776,89,2,2,1,1,5,4,1990,1,2,0.5,0,0,1,7,69012
https://bj.lianjia.com/chengjiao/101090768961.html,101090768961,116.385135,39.977329,1111027376971,2016-07-30,276,18,308,42778,72,1,1,1,1,30,1,2010,4,6,0.345,1,0,1,8,56608
https://bj.lianjia.com/chengjiao/BJSY89675850.html,BJSY89675850,116.654713,40.185553,1111027379853,2015-11-02,1,10,148,16241,91.13,3,1,1,1,6,4,2011,3,2,0.5,0,0,0,13,32776
https://bj.lianjia.com/chengjiao/101100869208.html,101100869208,116.435693,39.902993,1111043316306,2016-12-12,22,8,600,89553,67,1,1,1,1,18,1,2003,4,6,0.273,1,1,1,1,91315
https://bj.lianjia.com/chengjiao/101100497271.html,101100497271,116.37913,39.887761,1111027378771,2016-09-11,16,18,390,80981,48.16,1,0,1,1,9,4,1999,4,6,1,1,1,1,10,91902
https://bj.lianjia.com/chengjiao/BJXC84986965.html,BJXC84986965,116.370773,39.894583,1111027374478,2012-10-07,1,0,185,32074,57.68,2,1,1,1,6,4,1986,1,2,0.5,0,0,1,10,78832
https://bj.lianjia.com/chengjiao/101100762589.html,101100762589,116.352882,40.05023,1111027378224,2017-02-09,109,71,382,80779,47.29,1,1,1,1,18,4,2007,3,6,0.5,1,1,1,8,71309
https://bj.lianjia.com/chengjiao/101092138019.html,101092138019,116.385656,39.875477,1111027382127,2016-08-04,90,16,259.5,45527,57,2,1,1,1,6,4,1992,3,2,0.5,0,1,0,2,57889
https://bj.lianjia.com/chengjiao/101101090810.html,101101090810,116.375366,39.958063,1111027380525,2017-02-28,40,136,347.5,92421,37.6,1,0,1,1,12,3,2004,4,6,0.059,1,1,1,8,81204
https://bj.lianjia.com/chengjiao/101101528734.html,101101528734,116.147569,39.903963,1111052133592,2017-07-22,84,72,428,48015,89.14,3,1,1,1,22,4,2013,4,6,0.667,1,0,0,12,44889
https://bj.lianjia.com/chengjiao/101101279379.html,101101279379,116.320895,40.061583,1111027378128,2017-03-13,9,0,1510,77836,194,3,2,1,3,4,4,2004,1,6,0.5,0,0,0,8,69655
https://bj.lianjia.com/chengjiao/101100861324.html,101100861324,116.22664,39.907108,1111027381546,2016-12-23,35,30,539,47899,112.53,3,1,1,1,18,1,1998,4,6,0.25,1,0,0,9,47958
https://bj.lianjia.com/chengjiao/101100511120.html,101100511120,116.42796,40.041263,1111027376276,2016-09-16,17,20,312,58047,53.75,2,1,1,1,6,4,1984,4,2,0.5,0,0,1,7,56356
https://bj.lianjia.com/chengjiao/101101277849.html,101101277849,116.695201,39.934643,1111027375151,2017-03-09,6,13,355,52137,68.09,2,1,1,1,6,4,1999,3,2,0.5,0,1,0,11,36953
https://bj.lianjia.com/chengjiao/101100524486.html,101100524486,116.233381,39.896656,1111027377174,2016-09-21,19,10,475,60580,78.41,2,1,1,1,23,1,2004,3,6,0.333,1,1,0,9,63657
https://bj.lianjia.com/chengjiao/101101380248.html,101101380248,116.30313,39.950488,1111027376363,2017-03-26,3,27,735,92453,79.5,3,1,1,1,21,1,1991,3,6,0.25,1,0,1,8,81990
https://bj.lianjia.com/chengjiao/101101971366.html,101101971366,116.435212,39.919736,1111027382254,2017-11-06,79,35,425,99977,42.51,1,1,1,1,6,4,1990,4,4,0.333,0,1,1,1,92868
https://bj.lianjia.com/chengjiao/101100310387.html,101100310387,116.44072799999999,39.963453,1111027375051,2016-07-27,14,11,770,54918,140.21,2,2,1,2,26,1,2001,3,6,0.5,1,0,1,7,69767
https://bj.lianjia.com/chengjiao/101100821112.html,101100821112,116.414596,39.987331,1111027375675,2016-11-15,8,10,410,74128,55.31,2,1,1,1,6,4,1986,4,2,0.5,0,1,1,7,68782
https://bj.lianjia.com/chengjiao/101091770063.html,101091770063,116.324073,40.082161,1111027374726,2016-06-27,104,17,375,37674,99.54,2,2,1,1,6,4,2006,4,6,0.5,0,1,1,6,49033
https://bj.lianjia.com/chengjiao/101101144117.html,101101144117,116.497474,39.810115,1111027377957,2017-02-27,18,29,260,47017,55.3,1,1,1,1,24,1,2009,4,6,0.25,1,0,1,3,54282
https://bj.lianjia.com/chengjiao/101101023038.html,101101023038,116.445996,40.069568,1111027380049,2017-01-22,22,39,480,36975,129.82,3,1,1,2,7,4,2001,4,2,0.5,0,1,0,6,38156
https://bj.lianjia.com/chengjiao/101100524794.html,101100524794,116.432142,39.902354,1111027380930,2016-09-22,20,0,550,92082,59.73,1,1,1,1,17,4,2004,1,6,0.25,1,0,1,1,95392
https://bj.lianjia.com/chengjiao/101101231762.html,101101231762,116.311776,40.084907,1111027375926,2017-03-15,19,37,480,50870,94.36,2,2,1,1,6,4,2004,4,2,0.5,0,0,0,6,44513
https://bj.lianjia.com/chengjiao/101092212193.html,101092212193,116.442526,39.972399,1111027380578,2016-08-18,93,19,298,52781,56.46,2,1,1,1,6,4,1988,3,2,0.2,0,1,1,7,64238
https://bj.lianjia.com/chengjiao/101101926636.html,101101926636,116.371187,40.00245,1111027379638,2017-12-03,117,45,720,77395,93.03,3,1,1,1,16,1,1990,1,6,0.25,1,0,1,8,80401
https://bj.lianjia.com/chengjiao/BJ0000616993.html,BJ0000616993,116.12215,39.932268,1111027378707,2013-10-20,1,0,152,22081,68.84,2,1,0,1,6,4,1998,3,2,0.5,0,0,0,12,35181
https://bj.lianjia.com/chengjiao/101100408133.html,101100408133,116.329005,39.952394,1111027375325,2016-09-26,51,16,1190,94415,126.04,3,2,1,1,24,1,2003,4,6,0.5,1,0,1,8,106132
https://bj.lianjia.com/chengjiao/101101215369.html,101101215369,116.501583,39.964009,1111027376839,2017-03-07,14,54,670,73651,90.97,2,2,1,1,18,1,2000,4,6,0.2,1,1,1,7,55868
https://bj.lianjia.com/chengjiao/101101242711.html,101101242711,116.49954,39.904937,1111027376768,2017-03-15,17,8,325,81332,39.96,1,0,1,1,21,3,2007,4,6,0.154,1,1,1,7,66753
https://bj.lianjia.com/chengjiao/101100442516.html,101100442516,116.51152,39.901436,1111027381719,2016-09-28,45,52,750,52156,143.8,3,2,1,2,21,3,2008,4,6,1,1,0,0,7,62702
https://bj.lianjia.com/chengjiao/101101816363.html,101101816363,116.351337,39.931197,1111027382586,2017-07-16,2,0,412,117046,35.2,1,0,1,1,6,4,1978,4,2,0.333,0,1,1,10,93676
https://bj.lianjia.com/chengjiao/101100323549.html,101100323549,116.373628,40.094838,1111027377946,2016-07-27,10,25,295,29113,101.33,2,2,1,1,6,4,2007,4,2,0.5,0,1,0,6,37382
https://bj.lianjia.com/chengjiao/BJDC84102192.html,BJDC84102192,116.430437,39.890343,1111027380094,2012-03-15,1,0,145,22020,65.85,2,1,1,1,6,4,1987,1,2,0.25,0,1,1,1,81193
https://bj.lianjia.com/chengjiao/101101293103.html,101101293103,116.612342,39.935122,1111041137077,2017-04-07,32,176,431.5,49208,87.69,2,1,1,1,24,1,2010,3,6,0.333,1,1,1,7,44892
https://bj.lianjia.com/chengjiao/BJCP91576797.html,BJCP91576797,116.309045,40.083072,1111027378159,2016-03-02,1,1,265,31045,85.36,2,2,1,1,6,4,2000,1,2,0.5,0,1,0,6,41411
https://bj.lianjia.com/chengjiao/101101209975.html,101101209975,116.695201,39.934643,1111027375151,2017-02-27,7,18,269,47318,56.85,2,1,1,1,5,4,2000,4,2,0.5,0,0,0,11,36953
https://bj.lianjia.com/chengjiao/101101221600.html,101101221600,116.362081,39.932743,1111027374169,2017-07-26,154,69,565,100000,56.5,2,1,1,1,13,3,1981,3,2,0.125,1,1,1,10,103706
https://bj.lianjia.com/chengjiao/101100912444.html,101100912444,116.471006,40.016871,1111027379372,2017-01-21,51,26,1355,87420,155,3,2,1,2,26,3,2007,4,6,1,1,1,1,7,82517
https://bj.lianjia.com/chengjiao/BJCY91937314.html,BJCY91937314,116.404579,39.978491,1111027375686,2016-05-14,1,19,276.8,59875,46.23,1,1,1,1,16,3,1986,3,6,0.167,1,1,1,7,72138
https://bj.lianjia.com/chengjiao/BJFT85760917.html,BJFT85760917,116.441833,39.866749,1111027374411,2013-06-02,1,2,265,37653,70.38,2,1,1,1,17,3,1995,1,6,0.25,1,1,1,2,60626
https://bj.lianjia.com/chengjiao/101100241020.html,101100241020,116.360016,39.939659,1111027375999,2016-07-17,20,4,410,87795,46.7,2,1,1,1,16,3,1992,4,6,0.5,1,0,1,10,96915
https://bj.lianjia.com/chengjiao/BJHD91825267.html,BJHD91825267,116.349984,39.992769,1111027382338,2016-05-14,1,7,390,67945,57.4,2,1,1,1,6,4,1991,3,2,0.333,0,1,1,8,86119
https://bj.lianjia.com/chengjiao/BJSJ91467295.html,BJSJ91467295,116.224768,39.904248,1111027377889,2016-03-04,1,16,205,31843,64.38,2,1,1,1,22,1,1996,3,6,0.25,1,1,0,9,49964
https://bj.lianjia.com/chengjiao/101100477803.html,101100477803,116.386555,40.0865,1111027382546,2016-10-31,69,101,414,49880,83,2,1,1,1,10,4,2007,4,6,0.333,1,1,0,6,47574
https://bj.lianjia.com/chengjiao/101101462998.html,101101462998,116.670101,40.118729,1111027379626,2017-04-30,19,15,298.5,42907,69.57,2,1,1,1,6,4,2000,1,2,0.5,0,0,0,13,34694
https://bj.lianjia.com/chengjiao/BJCY90473286.html,BJCY90473286,116.371718,40.017544,1111027378943,2015-10-01,1,3,250,39210,63.76,2,1,1,1,6,4,1994,3,2,0.333,0,1,0,7,66791
https://bj.lianjia.com/chengjiao/BJCY84995084.html,BJCY84995084,116.478815,39.948291,1111027376649,2012-11-18,1,1,200,27398,73,2,1,1,1,6,4,1993,1,4,0.5,0,0,1,7,68352
https://bj.lianjia.com/chengjiao/101091718223.html,101091718223,116.45831,39.923422,1111027379317,2016-06-16,100,5,325,56035,58,1,0,1,1,29,1,2008,1,6,0.231,1,0,1,7,75090
https://bj.lianjia.com/chengjiao/101100339742.html,101100339742,116.654682,40.125799,1111027382152,2016-08-01,10,6,403,35339,114.04,3,1,1,1,18,3,2005,4,2,0.5,1,1,0,13,43994
https://bj.lianjia.com/chengjiao/101100693629.html,101100693629,116.428732,40.048486,1111027376259,2017-01-15,99,60,544,57640,94.38,2,2,1,1,25,1,2005,4,6,0.3,1,1,1,7,51678
https://bj.lianjia.com/chengjiao/101101064216.html,101101064216,116.351541,40.07117,1111027376778,2017-03-13,61,24,746,60651,123,3,2,1,2,7,3,2008,4,6,0.5,1,1,1,6,53456
https://bj.lianjia.com/chengjiao/BJHD84314426.html,BJHD84314426,116.321953,40.058245,1111027378318,2012-03-08,1,0,140,19332,72.42,2,1,1,1,6,4,1998,1,2,0.5,0,0,1,8,60019
https://bj.lianjia.com/chengjiao/BJCY89160896.html,BJCY89160896,116.512873,39.939569,1111027379226,2015-04-18,1,0,307.5,31061,99,3,1,1,1,20,1,2000,4,6,0.25,1,1,0,7,53324
https://bj.lianjia.com/chengjiao/BJCY84572140.html,BJCY84572140,116.479692,40.0097,1111027380320,2012-06-17,1,0,260,24331,106.86,3,2,1,1,18,1,1997,1,6,0.333,1,1,1,7,59510
https://bj.lianjia.com/chengjiao/101101706743.html,101101706743,116.365562,39.982896,1111027380129,2017-08-23,68,87,818,87300,93.7,3,1,1,1,6,4,1989,4,2,0.333,0,1,1,8,85645
